dist,expr,repKO,rep,size,relcen,pos,cell,ori,genrep,type,Legend:,,
1.397,1,2,2,811.474,0.211314476,1,15,2,8,,,,
1.403,1,2,2,1177.084,0.153165939,9,15,2,8,,,,
1.413,1,2,2,1170.958,0.229569456,10,3,2,8,,,,
1.419,1,2,2,694.166,0.26464006,1,4,2,8,,,,
1.474,1,2,2,1100.854,0.199000945,5,14,2,8,,,,
1.522,1,2,2,1146.264,0.240975301,1,19,2,8,,,,
1.604,1,2,2,898.035,0.26640093,6,7,2,8,,,,
1.639,1,2,2,1017.717,0.172417421,2,10,2,8,,,,
1.69,1,2,2,661.319,0.249741392,9,9,2,8,,,,
1.832,1,2,2,846.602,0.339133654,3,7,2,8,,,,
1.883,1,2,2,1441.535,0.226322115,2,1,2,8,,,,
1.894,1,2,2,1709.319,0.270881007,10,2,2,8,,,,
1.896,1,2,2,1169.176,0.255319149,10,14,2,8,,,,
2.055,1,2,2,1732.881,0.192343692,9,17,2,8,,,,
2.078,1,2,2,901.276,0.349949478,1,18,2,8,,,,
2.181,1,2,2,1213.944,0.353427321,9,16,2,8,,,,
2.236,1,2,2,1191.93,0.282180717,10,16,2,8,,,,
2.286,1,2,2,738.244,0.488148623,2,12,2,8,,,,
2.323,1,2,2,1699.305,0.266888787,1,9,2,8,,,,
2.385,1,2,2,1513.204,0.251026208,5,11,2,8,,,,
2.405,1,2,2,1170.138,0.283809299,9,14,2,8,,,,
2.466,1,2,2,795.787,0.434614029,2,7,2,8,,,,
2.489,1,2,2,1126.647,0.256043617,10,8,2,8,,,,
2.538,1,2,2,1161.31,0.378016086,10,7,2,8,,,,
2.566,1,2,2,917.326,0.313730285,5,13,2,8,,,,
2.651,1,2,2,1230.027,0.430846741,10,13,2,8,,,,
2.715,1,2,2,1227.148,0.640028289,9,19,2,8,,,,
2.759,1,2,2,880.201,0.459756707,1,1,2,8,,,,
2.767,1,2,2,1185.969,0.285640549,2,8,2,8,,,,
2.794,1,2,2,1097.277,0.357792291,3,5,2,8,,,,
2.796,1,2,2,783.05,0.547483846,6,3,2,8,,,,
2.809,1,2,2,968.898,0.491943958,2,9,2,8,,,,
2.8465,1,2,2,1794.422,0.377845623,10,10,2,8,,,,
2.88,1,2,2,1395.808,0.383923215,9,4,2,8,,,,
2.88,1,2,2,961.614,0.486980047,6,4,2,8,,,,
2.925,1,2,2,1049.984,0.337720817,5,1,2,8,,,,
3.025,1,2,2,1416.918,0.360505303,5,6,2,8,,,,
3.067,1,2,2,1258.57,0.339194868,10,17,2,8,,,,
3.206,1,2,2,1251.868,0.402814424,9,12,2,8,,,,
3.308,1,2,2,1251.55,0.414900288,3,2,2,8,,,,
3.557,1,2,2,1111.423,0.39765232,2,14,2,8,,,,
3.583,1,2,2,1000.337,0.413502597,1,13,2,8,,,,
3.835,1,2,2,1012.163,0.522052818,3,3,2,8,,,,
3.906,1,2,2,1328.891,0.531428571,5,12,2,8,,,,
4.289,1,2,2,1523.375,0.634843102,3,4,2,8,,,,
-0.2235,0,2,2,753.164,-0.037553558,10,5,2,8,,,,
-0.188,0,2,2,790.978,-0.026290029,3,6,2,8,,,,
-0.124,0,2,2,1097.277,-0.014166571,3,5,2,8,,,,
0.076,0,2,2,2190.509,0.0086877,9,10,2,8,,,,
0.125,0,2,2,854.373,0.02094504,5,9,2,8,,,,
0.132,0,2,2,947.635,0.016658253,2,18,2,8,,,,
0.1475,0,2,2,925.31,0.017995486,10,12,2,8,,,,
0.148,0,2,2,1107.549,0.019865772,6,9,2,8,,,,
0.155,0,2,2,925.31,0.023732966,10,12,2,8,,,,
0.17,0,2,2,891.153,0.02067372,1,20,2,8,,,,
0.196,0,2,2,819.465,0.027045674,10,11,2,8,,,,
0.231,0,2,2,548.436,0.045778835,9,20,2,8,,,,
0.259,0,2,2,901.276,0.03475577,1,18,2,8,,,,
0.299,0,2,2,933.427,0.04718321,10,9,2,8,,,,
0.425,0,2,2,880.201,0.05399568,1,1,2,8,,,,
0.476,0,2,2,846.602,0.077235113,3,7,2,8,,,,
0.509,0,2,2,738.244,0.072239569,2,12,2,8,,,,
0.519,0,2,2,660.733,0.089854571,2,3,2,8,,,,
0.5515,0,2,2,1730.885,0.065670398,1,8,2,8,,,,
0.579,0,2,2,795.787,0.094607843,2,7,2,8,,,,
0.594,0,2,2,1033.013,0.100337838,2,16,2,8,,,,
0.6785,0,2,2,1258.57,0.110325203,10,17,2,8,,,,
0.733,0,2,2,1146.264,0.097694256,1,19,2,8,,,,
0.748,0,2,2,1513.204,0.087138863,5,11,2,8,,,,
0.749,0,2,2,943.597,0.103970017,2,11,2,8,,,,
0.795,0,2,2,1523.375,0.090381992,3,4,2,8,,,,
0.81,0,2,2,1033.013,0.097897027,2,16,2,8,,,,
0.813,0,2,2,1012.163,0.11118709,3,3,2,8,,,,
0.872,0,2,2,871.242,0.136570086,1,16,2,8,,,,
0.891,0,2,2,607.764,0.121854486,6,8,2,8,,,,
0.911,0,2,2,978.367,0.110010868,1,12,2,8,,,,
0.957,0,2,2,783.05,0.251709627,6,3,2,8,,,,
0.96,0,2,2,548.436,0.18443804,9,20,2,8,,,,
0.98,0,2,2,1170.958,0.115497938,10,3,2,8,,,,
0.989,0,2,2,819.465,0.140124681,10,11,2,8,,,,
0.998,0,2,2,898.035,0.134193895,6,7,2,8,,,,
1.011,0,2,2,655.872,0.113024036,6,1,2,8,,,,
1.012,0,2,2,1334.356,0.125698671,2,5,2,8,,,,
1.115,0,2,2,1085.361,0.164236265,5,3,2,8,,,,
1.161,0,2,2,1076.116,0.159851301,10,4,2,8,,,,
1.161,0,2,2,1147.728,0.210021708,10,15,2,8,,,,
1.182,0,2,2,890.433,0.17152808,2,15,2,8,,,,
1.221,0,2,2,1017.717,0.14712616,2,10,2,8,,,,
1.223,0,2,2,694.166,0.257962455,1,4,2,8,,,,
1.224,0,2,2,1322.82,0.153923541,1,3,2,8,,,,
1.269,0,2,2,1140.245,0.182537399,10,6,2,8,,,,
1.294,0,2,2,758.709,0.182459109,5,7,2,8,,,,
1.309,0,2,2,958.209,0.119184194,6,2,2,8,,,,
1.339,0,2,2,847.178,0.189740683,6,5,2,8,,,,
1.344,0,2,2,1213.944,0.152553916,9,16,2,8,,,,
1.356,0,2,2,1197.986,0.216130061,1,7,2,8,,,,
1.365,0,2,2,917.326,0.151045701,5,13,2,8,,,,
1.392,0,2,2,654.414,0.23605223,2,17,2,8,,,,
1.408,0,2,2,1076.116,0.180235535,10,4,2,8,,,,
1.413,0,2,2,1732.881,0.1487525,9,17,2,8,,,,
1.442,0,2,2,1135.29,0.214010092,5,8,2,8,,,,
1.464,0,2,2,903.988,0.214254354,9,18,2,8,,,,
1.48,0,2,2,1345.89,0.182378312,1,6,2,8,,,,
1.481,0,2,2,1279.427,0.274157719,5,16,2,8,,,,
1.482,0,2,2,1140.245,0.170717659,10,6,2,8,,,,
1.549,0,2,2,710.994,0.284011735,2,4,2,8,,,,
1.596,0,2,2,1191.93,0.180645161,10,16,2,8,,,,
1.614,0,2,2,903.988,0.199406968,9,18,2,8,,,,
1.616,0,2,2,1111.423,0.246717557,2,14,2,8,,,,
1.676,0,2,2,1185.969,0.223944415,2,8,2,8,,,,
1.6765,0,2,2,1603.514,0.16765,1,2,2,8,,,,
1.695,0,2,2,835.274,0.227090032,9,2,2,8,,,,
1.699,0,2,2,811.474,0.285354384,1,15,2,8,,,,
1.724,0,2,2,1395.808,0.22159383,9,4,2,8,,,,
1.814,0,2,2,1328.891,0.222113383,5,12,2,8,,,,
1.818,0,2,2,1709.319,0.175584315,10,2,2,8,,,,
1.922,0,2,2,790.978,0.334551784,3,6,2,8,,,,
1.948,0,2,2,1279.427,0.264566074,5,16,2,8,,,,
1.975,0,2,2,1699.305,0.19599087,1,9,2,8,,,,
1.984,0,2,2,985.292,0.29843562,1,14,2,8,,,,
2.002,0,2,2,835.274,0.40616758,9,2,2,8,,,,
2.019,0,2,2,1314.334,0.187343417,1,11,2,8,,,,
2.0375,0,2,2,767.237,0.364947161,1,5,2,8,,,,
2.046,0,2,2,1416.918,0.280581459,5,6,2,8,,,,
2.087,0,2,2,1094.853,0.289820858,10,1,2,8,,,,
2.087,0,2,2,1230.027,0.327629513,10,13,2,8,,,,
2.088,0,2,2,1794.422,0.246110325,10,10,2,8,,,,
2.092,0,2,2,1014.551,0.241208348,1,17,2,8,,,,
2.107,0,2,2,1441.535,0.264798291,2,1,2,8,,,,
2.118,0,2,2,2190.509,0.254781667,9,10,2,8,,,,
2.137,0,2,2,854.809,0.38462923,2,13,2,8,,,,
2.145,0,2,2,1170.138,0.242701969,9,14,2,8,,,,
2.151,0,2,2,958.209,0.31961367,6,2,2,8,,,,
2.187,0,2,2,812.864,0.631351039,9,5,2,8,,,,
2.195,0,2,2,707.572,0.339730692,9,3,2,8,,,,
2.201,0,2,2,767.237,0.371288799,1,5,2,8,,,,
2.213,0,2,2,1314.334,0.349108692,1,11,2,8,,,,
2.222,0,2,2,970.75,0.422112462,5,15,2,8,,,,
2.224,0,2,2,1049.984,0.252842201,5,1,2,8,,,,
2.242,0,2,2,1197.986,0.308730377,1,7,2,8,,,,
2.248,0,2,2,661.319,0.340554461,9,9,2,8,,,,
2.28,0,2,2,1227.148,0.237228176,9,19,2,8,,,,
2.315,0,2,2,1322.82,0.290063902,1,3,2,8,,,,
2.391,0,2,2,929.245,0.33263773,5,5,2,8,,,,
2.408,0,2,2,1000.337,0.307889017,1,13,2,8,,,,
2.417,0,2,2,1243.733,0.37213241,9,13,2,8,,,,
2.473,0,2,2,1161.31,0.384244873,10,7,2,8,,,,
2.508,0,2,2,690.693,0.433910035,9,1,2,8,,,,
2.524,0,2,2,1662.182,0.308557457,9,6,2,8,,,,
2.53,0,2,2,812.864,0.317480236,9,5,2,8,,,,
2.534,0,2,2,961.614,0.331068722,6,4,2,8,,,,
2.586,0,2,2,1169.176,0.320128745,10,14,2,8,,,,
2.589,0,2,2,891.153,0.367964753,1,20,2,8,,,,
2.605,0,2,2,1199.616,0.280801983,2,6,2,8,,,,
2.644,0,2,2,845.724,0.432662412,5,10,2,8,,,,
2.66,0,2,2,1243.733,0.289382071,9,13,2,8,,,,
2.689,0,2,2,1109.613,0.457702128,9,11,2,8,,,,
2.841,0,2,2,1177.084,0.36629706,9,15,2,8,,,,
2.893,0,2,2,1251.868,0.34366833,9,12,2,8,,,,
3.005,0,2,2,1251.55,0.392348871,3,2,2,8,,,,
3.022,0,2,2,1126.647,0.364755582,10,8,2,8,,,,
3.065,0,2,2,847.178,0.440247055,6,5,2,8,,,,
3.125,0,2,2,1100.854,0.549016163,5,14,2,8,,,,
3.3,0,2,2,1199.616,0.354762417,2,6,2,8,,,,
3.304,0,2,2,1094.853,0.358740499,10,1,2,8,,,,
3.564,0,2,2,1297.347,0.451882845,5,4,2,8,,,,
3.614,0,2,2,968.898,0.524756788,2,9,2,8,,,,
3.674,0,2,2,1109.613,0.37379184,9,11,2,8,,,,
4.086,0,2,2,1297.347,0.588591184,5,4,2,8,,,,
4.63,0,2,2,1135.29,0.638708787,5,8,2,8,,,,
-0.229,1,2,3,944.208,-0.044140324,1,6,2,9,,,,
-0.174,1,2,3,964.979,-0.025869759,5,8,2,9,,,,
0.081,1,2,3,1215.5,0.012523191,1,11,2,9,,,,
0.083,1,2,3,751.577,0.011748054,6,10,2,9,,,,
0.208,1,2,3,928.207,0.044856588,5,20,2,9,,,,
0.292,1,2,3,792.849,0.059762587,3,14,2,9,,,,
0.2955,1,2,3,881.65,0.031633035,6,18,2,9,,,,
0.397,1,2,3,1390.418,0.047670509,1,15,2,9,,,,
0.411,1,2,3,1329.553,0.04412712,4,4,2,9,,,,
0.426,1,2,3,1006.457,0.056822729,3,12,2,9,,,,
0.608,1,2,3,1268.559,0.075135937,6,4,2,9,,,,
0.625,1,2,3,1028.946,0.071338888,3,7,2,9,,,,
0.663,1,2,3,764.48,0.086003373,5,9,2,9,,,,
0.967,1,2,3,898.547,0.177268561,1,8,2,9,,,,
1.01,1,2,3,900.199,0.142153413,9,1,2,9,,,,
1.021,1,2,3,941.381,0.124088478,6,19,2,9,,,,
1.107,1,2,3,1438.977,0.123770125,6,5,2,9,,,,
1.11,1,2,3,843.412,0.177061732,4,1,2,9,,,,
1.141,1,2,3,689.16,0.228245649,5,3,2,9,,,,
1.146,1,2,3,1669.807,0.133582003,1,14,2,9,,,,
1.166,1,2,3,1121.856,0.156363149,1,5,2,9,,,,
1.177,1,2,3,1289.489,0.196297532,5,12,2,9,,,,
1.215,1,2,3,1247.833,0.14698766,1,2,2,9,,,,
1.241,1,2,3,711.153,0.199871155,5,5,2,9,,,,
1.251,1,2,3,1290.466,0.157576521,6,3,2,9,,,,
1.311,1,2,3,1131.923,0.14446281,9,7,2,9,,,,
1.365,1,2,3,1143.947,0.194694052,5,18,2,9,,,,
1.452,1,2,3,1010.387,0.287866772,5,1,2,9,,,,
1.467,1,2,3,933.087,0.269026224,4,2,2,9,,,,
1.568,1,2,3,1272.257,0.23102991,1,4,2,9,,,,
1.602,1,2,3,734.446,0.243169399,4,5,2,9,,,,
1.638,1,2,3,1026.38,0.279474492,3,6,2,9,,,,
1.766,1,2,3,1360.455,0.194664903,5,23,2,9,,,,
1.793,1,2,3,1092.699,0.269098004,3,3,2,9,,,,
2.019,1,2,3,1725.51,0.207566567,9,3,2,9,,,,
2.023,1,2,3,758.018,0.322493225,6,16,2,9,,,,
2.024,1,2,3,780.867,0.455035971,3,20,2,9,,,,
2.06,1,2,3,1186.219,0.253725828,1,18,2,9,,,,
2.083,1,2,3,1142.672,0.321450617,5,13,2,9,,,,
2.1115,1,2,3,1271.969,0.224174541,5,10,2,9,,,,
2.137,1,2,3,1392.206,0.275991218,1,12,2,9,,,,
2.172,1,2,3,1542.838,0.255409219,9,4,2,9,,,,
2.198,1,2,3,699.923,0.312215909,6,15,2,9,,,,
2.239,1,2,3,1357.465,0.257533931,3,1,2,9,,,,
2.314,1,2,3,971.457,0.41588785,6,1,2,9,,,,
2.373,1,2,3,1494.221,0.275930233,6,7,2,9,,,,
2.391,1,2,3,1152.617,0.400167364,6,11,2,9,,,,
2.406,1,2,3,982.974,0.336268344,5,19,2,9,,,,
2.408,1,2,3,1836.627,0.252543262,6,20,2,9,,,,
2.433,1,2,3,1188.259,0.340613188,9,9,2,9,,,,
2.444,1,2,3,795.314,0.368516285,6,8,2,9,,,,
2.471,1,2,3,947.66,0.401527462,3,19,2,9,,,,
2.486,1,2,3,1166.559,0.336628301,1,1,2,9,,,,
2.562,1,2,3,991.894,0.341554459,9,10,2,9,,,,
2.578,1,2,3,691.079,0.345900979,6,9,2,9,,,,
2.804,1,2,3,2070.899,0.289251083,5,2,2,9,,,,
2.96,1,2,3,1407.572,0.323674139,5,7,2,9,,,,
3.052,1,2,3,2129.055,0.334832693,9,12,2,9,,,,
3.08,1,2,3,877.202,0.490993145,6,2,2,9,,,,
3.115,1,2,3,995.447,0.527697781,6,12,2,9,,,,
3.13,1,2,3,1428.908,0.362730328,3,27,2,9,,,,
3.137,1,2,3,961.283,0.48605516,3,15,2,9,,,,
3.184,1,2,3,1351.647,0.391058708,5,4,2,9,,,,
3.218,1,2,3,1007.959,0.491973704,9,2,2,9,,,,
3.323,1,2,3,1405.256,0.601447964,5,16,2,9,,,,
3.575,1,2,3,1264.24,0.519395612,9,5,2,9,,,,
3.843,1,2,3,2218.8,0.338859007,3,22,2,9,,,,
3.991,1,2,3,1056.551,0.525477288,9,8,2,9,,,,
3.994,1,2,3,1035.007,0.533315529,9,13,2,9,,,,
4.218,1,2,3,1337.707,0.554052279,3,4,2,9,,,,
-0.347,0,2,3,1268.559,-0.060003458,6,4,2,9,,,,
0.0235,0,2,3,1035.007,0.003176534,9,13,2,9,,,,
0.073,0,2,3,1140.735,0.007308039,1,16,2,9,,,,
0.074,0,2,3,1131.923,0.008321151,9,7,2,9,,,,
0.108,0,2,3,760.296,0.013165915,1,19,2,9,,,,
0.186,0,2,3,945.648,0.022050978,5,17,2,9,,,,
0.203,0,2,3,1240.118,0.023621131,5,15,2,9,,,,
0.242,0,2,3,1028.946,0.029577121,3,7,2,9,,,,
0.253,0,2,3,982.974,0.035543692,5,19,2,9,,,,
0.265,0,2,3,877.202,0.037198203,6,2,2,9,,,,
0.28,0,2,3,1424.708,0.0327677,5,6,2,9,,,,
0.31,0,2,3,691.079,0.051961113,6,9,2,9,,,,
0.322,0,2,3,1438.977,0.032042989,6,5,2,9,,,,
0.36,0,2,3,1290.466,0.037213149,6,3,2,9,,,,
0.473,0,2,3,544.776,0.093110236,6,14,2,9,,,,
0.523,0,2,3,1152.617,0.05964192,6,11,2,9,,,,
0.552,0,2,3,861.796,0.067087992,1,20,2,9,,,,
0.565,0,2,3,944.208,0.104979562,1,6,2,9,,,,
0.635,0,2,3,1390.418,0.078715756,1,15,2,9,,,,
0.666,0,2,3,933.087,0.086696173,4,2,2,9,,,,
0.706,0,2,3,648.097,0.097312198,6,17,2,9,,,,
0.767,0,2,3,648.097,0.163469736,6,17,2,9,,,,
0.773,0,2,3,1006.457,0.093731054,3,12,2,9,,,,
0.793,0,2,3,883.133,0.106086957,4,3,2,9,,,,
0.802,0,2,3,963.349,0.085922434,1,17,2,9,,,,
0.825,0,2,3,1007.959,0.142610199,9,2,2,9,,,,
0.826,0,2,3,942.589,0.151088348,3,29,2,9,,,,
0.827,0,2,3,1143.947,0.097477605,5,18,2,9,,,,
0.851,0,2,3,1268.694,0.093743115,1,9,2,9,,,,
0.866,0,2,3,884.58,0.124157706,1,21,2,9,,,,
0.888,0,2,3,1240.987,0.164841285,5,14,2,9,,,,
0.921,0,2,3,961.283,0.139969605,3,15,2,9,,,,
0.9505,0,2,3,1140.735,0.097302554,1,16,2,9,,,,
0.967,0,2,3,2316.739,0.201416372,3,13,2,9,,,,
0.988,0,2,3,883.133,0.134770154,4,3,2,9,,,,
1.004,0,2,3,971.457,0.11568153,6,1,2,9,,,,
1.018,0,2,3,2218.8,0.142457319,3,22,2,9,,,,
1.069,0,2,3,780.867,0.220366935,3,20,2,9,,,,
1.157,0,2,3,1196.369,0.140208434,3,2,2,9,,,,
1.158,0,2,3,942.589,0.145440844,3,29,2,9,,,,
1.164,0,2,3,898.547,0.188045234,1,8,2,9,,,,
1.167,0,2,3,1428.908,0.124812834,3,27,2,9,,,,
1.168,0,2,3,1405.256,0.199863107,5,16,2,9,,,,
1.225,0,2,3,1110.758,0.163616936,5,22,2,9,,,,
1.308,0,2,3,1507.741,0.170356864,5,25,2,9,,,,
1.323,0,2,3,1621.97,0.183342572,5,24,2,9,,,,
1.342,0,2,3,699.923,0.178647497,6,15,2,9,,,,
1.37,0,2,3,751.577,0.245872218,6,10,2,9,,,,
1.377,0,2,3,1337.707,0.179390307,3,4,2,9,,,,
1.4,0,2,3,881.65,0.144702842,6,18,2,9,,,,
1.412,0,2,3,1247.833,0.174342511,1,2,2,9,,,,
1.459,0,2,3,758.018,0.203728269,6,16,2,9,,,,
1.467,0,2,3,1188.259,0.176428142,9,9,2,9,,,,
1.49,0,2,3,1268.694,0.199812257,1,9,2,9,,,,
1.492,0,2,3,1043.863,0.251559602,5,21,2,9,,,,
1.505,0,2,3,1118.547,0.178613814,9,14,2,9,,,,
1.518,0,2,3,1329.553,0.162893014,4,4,2,9,,,,
1.518,0,2,3,1121.856,0.216702355,1,5,2,9,,,,
1.532,0,2,3,1305.581,0.226962963,3,9,2,9,,,,
1.565,0,2,3,1240.118,0.170851528,5,15,2,9,,,,
1.61,0,2,3,1725.51,0.280146163,9,3,2,9,,,,
1.639,0,2,3,1092.401,0.206189458,6,6,2,9,,,,
1.645,0,2,3,995.447,0.189385218,6,12,2,9,,,,
1.654,0,2,3,900.199,0.214220956,9,1,2,9,,,,
1.67,0,2,3,1056.551,0.233044934,9,8,2,9,,,,
1.745,0,2,3,945.648,0.214241866,5,17,2,9,,,,
1.777,0,2,3,1263.814,0.197686061,1,13,2,9,,,,
1.7875,0,2,3,1289.489,0.193724938,5,12,2,9,,,,
1.835,0,2,3,1271.969,0.203594808,5,10,2,9,,,,
1.902,0,2,3,1092.401,0.232092739,6,6,2,9,,,,
1.975,0,2,3,1305.581,0.266927963,3,9,2,9,,,,
1.989,0,2,3,1621.97,0.191840278,5,24,2,9,,,,
1.998,0,2,3,1669.807,0.235640995,1,14,2,9,,,,
2.025,0,2,3,1542.838,0.207607136,9,4,2,9,,,,
2.055,0,2,3,760.296,0.226696084,1,19,2,9,,,,
2.093,0,2,3,928.207,0.353786342,5,20,2,9,,,,
2.096,0,2,3,1340.13,0.265753772,6,13,2,9,,,,
2.098,0,2,3,1171.884,0.297082979,1,3,2,9,,,,
2.103,0,2,3,843.412,0.321904179,4,1,2,9,,,,
2.209,0,2,3,1043.863,0.307831661,5,21,2,9,,,,
2.21,0,2,3,1171.884,0.323667252,1,3,2,9,,,,
2.213,0,2,3,792.849,0.397021887,3,14,2,9,,,,
2.215,0,2,3,1360.455,0.25574414,5,23,2,9,,,,
2.295,0,2,3,947.66,0.28104335,3,19,2,9,,,,
2.301,0,2,3,861.796,0.264665286,1,20,2,9,,,,
2.301,0,2,3,711.153,0.330129125,5,5,2,9,,,,
2.323,0,2,3,1272.257,0.366866709,1,4,2,9,,,,
2.328,0,2,3,1340.13,0.474231004,6,13,2,9,,,,
2.358,0,2,3,2129.055,0.205705313,9,12,2,9,,,,
2.405,0,2,3,868.469,0.433802309,3,30,2,9,,,,
2.419,0,2,3,2316.739,0.263049152,3,13,2,9,,,,
2.434,0,2,3,1092.699,0.315325819,3,3,2,9,,,,
2.465,0,2,3,868.469,0.36276674,3,30,2,9,,,,
2.477,0,2,3,734.446,0.500100949,4,5,2,9,,,,
2.566,0,2,3,963.349,0.306791009,1,17,2,9,,,,
2.589,0,2,3,1186.219,0.287251747,1,18,2,9,,,,
2.605,0,2,3,2070.899,0.304714002,5,2,2,9,,,,
2.607,0,2,3,544.776,0.507198444,6,14,2,9,,,,
2.622,0,2,3,1196.369,0.289403974,3,2,2,9,,,,
2.639,0,2,3,689.16,0.368678402,5,3,2,9,,,,
2.7,0,2,3,1351.647,0.413412954,5,4,2,9,,,,
2.711,0,2,3,1494.221,0.336185516,6,7,2,9,,,,
2.717,0,2,3,1240.987,0.334235453,5,14,2,9,,,,
2.798,0,2,3,1507.741,0.306059943,5,25,2,9,,,,
2.798,0,2,3,1357.465,0.338290412,3,1,2,9,,,,
2.86,0,2,3,1263.814,0.366666667,1,13,2,9,,,,
2.868,0,2,3,1838.579,0.345375723,9,11,2,9,,,,
2.869,0,2,3,1118.547,0.403289289,9,14,2,9,,,,
2.874,0,2,3,1392.206,0.401733296,1,12,2,9,,,,
2.919,0,2,3,964.979,0.387803906,5,8,2,9,,,,
2.966,0,2,3,1836.627,0.287626067,6,20,2,9,,,,
2.994,0,2,3,991.894,0.44421365,9,10,2,9,,,,
3.004,0,2,3,1026.38,0.352251407,3,6,2,9,,,,
3.034,0,2,3,1129.659,0.438629464,9,6,2,9,,,,
3.077,0,2,3,1838.579,0.31356364,9,11,2,9,,,,
3.099,0,2,3,1010.387,0.40163297,5,1,2,9,,,,
3.156,0,2,3,884.58,0.50198823,1,21,2,9,,,,
3.164,0,2,3,1129.659,0.538278326,9,6,2,9,,,,
3.218,0,2,3,1215.5,0.46037196,1,11,2,9,,,,
3.251,0,2,3,1142.672,0.504187345,5,13,2,9,,,,
3.3,0,2,3,1166.559,0.388509536,1,1,2,9,,,,
3.302,0,2,3,1348.671,0.46890088,3,5,2,9,,,,
3.357,0,2,3,1348.671,0.442992874,3,5,2,9,,,,
3.466,0,2,3,795.314,0.564127604,6,8,2,9,,,,
3.538,0,2,3,1264.24,0.378112643,9,5,2,9,,,,
3.604,0,2,3,1424.708,0.440802348,5,6,2,9,,,,
3.726,0,2,3,1110.758,0.516281003,5,22,2,9,,,,
3.746,0,2,3,941.381,0.501808439,6,19,2,9,,,,
3.965,0,2,3,764.48,0.566428571,5,9,2,9,,,,
4.462,0,2,3,1407.572,0.538498672,5,7,2,9,,,,
2.061,1,3,1,673.054,0.415524194,9,5,0,10,4,,,
-0.718,0,3,1,683.372,-0.088195553,3,6,0,10,1,,,
-0.632,0,3,1,530.08,-0.109608047,4,5,0,10,1,,,
-0.537,0,3,1,894.085,-0.108375378,10,5,0,10,1,,,
-0.521,0,3,1,530.08,-0.112043011,4,5,0,10,1,,,
-0.354,0,3,1,563.847,-0.074027604,9,7,0,10,1,,,
-0.35,0,3,1,1172.998,-0.05725503,4,1,0,10,1,,,
-0.297,0,3,1,1082.797,-0.032673267,1,7,0,10,1,,,
-0.268,0,3,1,563.847,-0.055110014,9,7,0,10,1,,,
-0.243,0,3,1,926.593,-0.038979788,6,6,0,10,1,,,
-0.161,0,3,1,398.23,-0.037864534,5,9,0,10,1,,,
0.078,0,3,1,1118.615,0.008646492,10,7,0,10,1,,,
0.079,0,3,1,942.12,0.014727815,2,4,0,10,1,,,
0.08,0,3,1,853.405,0.012432012,3,7,0,10,1,,,
0.09,0,3,1,724.128,0.011812574,1,24,0,10,1,,,
0.096,0,3,1,379.073,0.022829964,5,16,0,10,1,,,
0.134,0,3,1,323.67,0.029489437,5,15,0,10,1,,,
0.135,0,3,1,494.395,0.041899441,2,8,0,10,1,,,
0.154,0,3,1,1004.469,0.018918919,6,8,0,10,1,,,
0.154,0,3,1,709.519,0.028550241,2,5,0,10,1,,,
0.158,0,3,1,681.686,0.024184907,5,6,0,10,1,,,
0.159,0,3,1,538.372,0.031385709,9,6,0,10,1,,,
0.162,0,3,1,488.702,0.026167017,5,11,0,10,1,,,
0.163,0,3,1,311.742,0.038763377,5,14,0,10,1,,,
0.165,0,3,1,715.351,0.022970904,2,14,0,10,1,,,
0.178,0,3,1,835.002,0.027072243,1,26,0,10,1,,,
0.22,0,3,1,674.104,0.033348492,1,9,0,10,1,,,
0.242,0,3,1,569.83,0.043222004,5,1,0,10,1,,,
0.263,0,3,1,917.722,0.040164936,9,8,0,10,1,,,
0.272,0,3,1,680.899,0.052651955,2,7,0,10,1,,,
0.306,0,3,1,701.032,0.045623975,6,9,0,10,1,,,
0.32,0,3,1,957.962,0.04657933,9,2,0,10,1,,,
0.325,0,3,1,1037.423,0.046263345,2,6,0,10,1,,,
0.331,0,3,1,1016.567,0.052598125,1,1,0,10,1,,,
0.336,0,3,1,884.094,0.055190539,6,4,0,10,1,,,
0.342,0,3,1,740.007,0.044248933,5,8,0,10,1,,,
0.383,0,3,1,473.111,0.073895427,5,17,0,10,1,,,
0.388,0,3,1,618.161,0.077491512,1,2,0,10,1,,,
0.404,0,3,1,1097.4,0.053816438,3,2,0,10,1,,,
0.45,0,3,1,494.395,0.086256469,2,8,0,10,1,,,
0.464,0,3,1,852.58,0.071067545,1,25,0,10,1,,,
0.484,0,3,1,931.029,0.093689508,1,13,0,10,1,,,
0.513,0,3,1,930.928,0.112623491,1,15,0,10,1,,,
0.521,0,3,1,976.321,0.066530456,1,11,0,10,1,,,
0.533,0,3,1,937.138,0.066583385,1,20,0,10,1,,,
0.537,0,3,1,933.81,0.083488806,5,12,0,10,1,,,
0.554,0,3,1,636.249,0.119037387,1,22,0,10,1,,,
0.578,0,3,1,679.981,0.144971156,1,21,0,10,1,,,
0.617,0,3,1,1092.027,0.076798606,1,14,0,10,1,,,
0.62,0,3,1,765.349,0.092495897,2,13,0,10,1,,,
0.637,0,3,1,1195.289,0.100600126,5,20,0,10,1,,,
0.641,0,3,1,679.981,0.129941212,1,21,0,10,1,,,
0.652,0,3,1,1169.003,0.085721799,4,7,0,10,1,,,
0.671,0,3,1,892.525,0.11021682,1,18,0,10,1,,,
0.716,0,3,1,535.202,0.150705115,4,6,0,10,1,,,
